group_name,etfs,n_long,n_short,spread_pct,mom0_cagr,mom0_sharpe,mom0_maxdd,mom_cagr,mom_sharpe,mom_maxdd,bh_cagr,bh_sharpe,bh_maxdd,days
plan_b-F1-n2-sw02-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,1,0.15,9.907819666139073,0.5437433019136491,-45.34937259553736,8.415078574164546,0.4809798837174508,-47.067343037848744,5.111586606826424,0.5399933172904045,-32.470070250809414,5067
plan_b-F1-n2-sw0-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,0,0.15,8.979373248098987,0.5144735712331383,-47.55419731118498,7.832865304465542,0.4642867642843034,-49.18192265893734,5.111586655079381,0.539993326031014,-32.47006571181254,5067
plan_b-F1-n2-sw0-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,0,0.15,9.736677260104077,0.5451573540483976,-44.199472681599126,8.47373873824655,0.49061108656944835,-45.60580682578858,5.111586423974024,0.5399933477369875,-32.47007486734299,5067
plan_b-F1-n2-sw03-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,1,0.15,9.886867774853947,0.5326543817649068,-45.94436613807924,8.280660732038768,0.46722135866969383,-48.03727224023188,5.111586819567782,0.5399933513896966,-32.47006904871349,5067
plan_b-F1-n2-sw02-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,1,0.15,8.8056435926392,0.4991755144723293,-48.25743047527734,7.279560578789401,0.43392549966517274,-49.71281697878916,5.111586318501349,0.5399931272320927,-32.47008285950783,5067
plan_b-F1-n2-sw03-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,1,0.15,9.161135701952116,0.504891753624255,-49.15483889146739,7.689298423737534,0.44415779611040385,-51.06481075912931,5.111586376512878,0.5399933500323033,-32.47008132475877,5067
plan_b-F1-n2-sw02-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,1,0.15,9.169683949708052,0.5146080435913997,-48.60636133147215,7.805459394393632,0.4564981955548701,-50.42533208320887,5.111586419437875,0.5399931883962039,-32.47008011602611,5067
plan_b-F1-n2-sw04-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,1,0.15,9.259695309015935,0.4974950306182275,-48.23486216392436,7.678800661593432,0.4349408424781542,-50.291553894013916,5.111586895505726,0.5399935037897026,-32.470069735050714,5067
plan_b-F1-n2-sw04-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,1,0.15,8.856199237375439,0.4812527243282122,-49.835157953069256,7.100668906061691,0.4116024748853467,-51.539538868584664,5.111586201506757,0.5399933422014298,-32.47006502716863,5067
plan_b-F1-n2-sw03-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,1,0.15,8.865535560239834,0.492654893852409,-48.87504693095441,7.224184399886324,0.4247375784658293,-50.580975262151895,5.111586529481316,0.5399932043797567,-32.47007237067411,5067
